"X1" "X2" "X3"
"1" -1.13860256915644 -0.694616193055906 -1.31975326123225
"2" 1.03941589944793 0.00226621714245356 -1.05268426502119
"3" 0.210450291255204 0.456818106778018 0.286965626866824
"4" -0.377470260401461 0.934847659162159 0.224617987122541
"5" -1.54398061977464 -2.44478887093513 -0.0317517425491592
"6" -0.45561086800747 -0.289908168374696 0.400688914348547
"7" 0.52912843674778 0.491393959095112 0.613787768982387
"8" 0.0787104163998485 -0.732756583437103 -2.32146859493457
"9" 0.0678176453378705 -0.436218001304129 -0.603890064860921
"10" -1.99583250712479 -1.21091962830001 -0.360175571561252
"11" 0.820614600611612 -0.158547503503862 -0.0203029426785213
"12" -0.937196524785409 -1.90517021231493 -1.24999582703891
"13" -0.787740259227222 -0.378633688381333 0.5063747740884
"14" 0.169252149122114 -0.526107730430504 -0.711095087938044
"15" 0.243864742147192 0.0225996036912346 -0.95620317494174
"16" -1.01542617036283 -0.143780827133011 0.262851644895923
"17" -0.348750419935722 0.395536145515546 0.0933140595991803
"18" -1.11379467369172 -0.617341937507311 -1.5618214006526
"19" 1.34082901127833 1.61894833822653 -0.218229046055203
"20" -1.37609555245898 -0.262708661539745 -0.588809158956729
"21" 1.87046209706093 0.237885276791315 0.38793191615636
"22" -0.640916966062734 -1.14072390619375 -0.501668619509295
"23" -1.85644674246672 0.4566036745879 -0.16058543296088
"24" 1.64283038377127 0.311144710485556 -0.853538159825283
"25" -0.267626228275832 -1.53457555114097 -1.88220913679771
"26" -0.330241114122057 -0.841225502637624 -0.581683695324421
"27" -0.631371541108158 -1.17512883828044 -1.1882345853332
"28" -0.483087778471954 0.186024707129423 -1.68546721726107
"29" 0.258836760639707 0.226540366075535 0.665135739513008
"30" -0.674322156039347 -0.163282708774957 -0.179576812620361
"31" -0.607140731775936 0.784311435361745 0.867633540934492
"32" 0.626330470230821 1.29925221705087 0.503591093882539
"33" -1.99227877228768 -1.66277691547571 -1.9472631237866
"34" -1.1073320147037 -1.18817694407924 -0.660881621334063
"35" -1.40142820082388 -0.744482871707341 -1.17943384288115
"36" 1.47030383421605 0.841074837726917 0.728022167767299
"37" 0.229758157001793 1.00999558526025 -0.653520041869487
"38" -0.649021788071926 0.560634617796182 -0.812745296173131
"39" -0.829272623772428 -0.999460063670038 -0.92679758475028
"40" -0.662253285269677 -0.152245840561106 -0.57410677686862
"41" -0.671681498370299 0.575353493936043 -0.419340701875678
"42" -0.628794549008719 -0.460112195053698 0.143893093751995
"43" -0.646534566751707 -0.724423474380858 -1.1731612153223
"44" -0.854497842761187 -0.67254830767482 -1.08366913455323
"45" -0.338717961486826 -1.70988506101078 -0.53352027114759
"46" -2.10667785865556 -1.29879120349406 -1.23357709739009
"47" -1.32840659299271 -1.19626289402521 -2.4215598418608
"48" 0.171068606149766 -1.87827304154709 -1.24931153482863
"49" -1.56015231507906 -0.958742469139782 1.213802094925
"50" -0.964984969547334 -2.10955254339593 -2.4008560885121
"51" -0.101937036885447 -0.484251504159914 -0.767265795539037
"52" -1.87236520769494 -2.39321044966942 -1.99865782150688
"53" 0.173026465587432 -1.17727049424142 -1.89197270246115
"54" 1.38384088820527 0.306095561080116 -0.441686729799766
"55" 0.681465105012226 0.438962664459215 -0.771488315530072
"56" 1.42260070307457 -0.542637275507005 -1.72158862920825
"57" -0.362785874506888 0.236184202028449 1.76103577405297
"58" -0.291081275516312 -0.0654759360016371 -0.449525215888108
"59" -0.753867580474152 -0.418807762979931 0.217501541403154
"60" 1.87371305960525 1.2833642893475 1.12257752148298
"61" -1.41812206027779 0.166634785909644 -0.161304230041321
"62" -1.79814942795187 -0.420201079509932 -0.664959149706362
"63" 0.676943498683237 -0.957197290425774 -0.964000627451752
"64" -1.39734422489684 -0.796931634481974 -0.247157459826182
"65" -1.11417349956252 -0.209556641166284 -1.52669137528244
"66" -1.24705320326 0.330525980338586 -1.21922179032224
"67" -0.158877797114866 -0.650542803062946 -0.161105970204827
"68" 1.49212050367459 1.32389531449164 -0.257061227652735
"69" -2.01051201126962 1.43014307896802 0.546256262348607
"70" 0.067629127479527 -0.249079374758529 0.0405927557336604
"71" -0.591815813706602 -0.248076334354639 -0.796086015692518
"72" -1.42458659878383 0.461208978341194 1.07818603099547
"73" -1.04899385200455 -1.58840482112499 -0.225419389799618
"74" -0.97713717172406 -2.13142356546384 -0.93657167875218
"75" -1.30494658810426 -1.26656803351803 -1.76071153426631
"76" 0.997803765346761 -0.760127563210581 -1.95417833466591
"77" -0.339926422888825 -0.451503162268116 -1.36445191658026
"78" -3.38767354254354 -1.67983092559552 -0.391720745590909
"79" -0.527622878922553 -0.466251847924295 0.00978399328149704
"80" -1.36851660812206 0.226989189278637 -0.34564135082017
"81" 0.462116467892983 0.700229343395076 0.0431071781234608
"82" -1.24936942342108 -0.133834967311857 -2.22057996212364
"83" -1.10495384162351 -0.917209086579174 -0.777016258976996
"84" 0.556623553420144 -0.0149057604558155 0.0254933729310115
"85" -0.561550881503503 -0.574767919720085 0.101136624216893
"86" 0.0575934882189737 -2.31645738942573 -0.439062383072914
"87" -0.15319422636583 -0.565492990830105 0.345886168631687
"88" -0.862832826972903 -0.648574694179103 0.216795109762961
"89" 1.18299809940464 0.0776229153602517 -0.6718649042227
"90" -1.81964723237009 -1.34298712319926 -1.60376098302317
"91" -0.733377052727073 -0.409533442051209 -1.24686473996528
"92" 2.20063336687264 0.592859161494407 0.885175754137858
"93" -2.64715841382773 -0.710451503503614 -1.80462064143344
